post_shortcode,commenter_username,comment_text,comment_likes
DHjSCYmxG8N,ellie_leahnoronha,U look gay,0
DHjSCYmxG8N,ab.ayuuub,:Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories:,0
DHjSCYmxG8N,phillymike50,Multi-Billion Dollar ICE contractor pushes to pay detainee workers $1 a day. Indisputable with Dr. Rashad Richey on YouTube,0
DHjSCYmxG8N,avindas,Trump definitely jacks it to dudes wrestling,0
DHjSCYmxG8N,noelsky1412lock,:clapping_hands::clapping_hands::clapping_hands::fire::United_States::red_heart::folded_hands:,0
DHjSCYmxG8N,i_o_ibrahimolker_47_63_21,:raised_hand::heart_suit::U.S._Outlying_Islands::U.S._Outlying_Islands::raised_hand::heart_suit:,0
DHjSCYmxG8N,leyla89ua,How does it help?,0
DHjSCYmxG8N,lizmaurer89,"Aw you actually look so much worse in real life than the portrait in Colorado. The polite thing to do would be to thank them,
Hope this helps :red_heart::red_heart:",0
DHjSCYmxG8N,baeksungchun,:clapping_hands::clapping_hands::smiling_face_with_smiling_eyes::thumbs_up::thumbs_up:,1
DHjSCYmxG8N,hannahhlosee,HEY BRING BACK FUNDING TO THE NATIONAL WEATHER SERVICE YOU FK,0
DHjSCYmxG8N,_tomjmurphy_,If you dont get rid of this guy ASAP he WILL NOT LEAVE mark my words,0
DHjSCYmxG8N,jambit4444,Go f yourself dum azz!!,0
DHjSCYmxG8N,ismail_khalil11,,0
DHjSCYmxG8N,mariuszjik,:clown_face::clown_face::pile_of_poo::pile_of_poo::pile_of_poo::clown_face::clown_face::pile_of_poo::pile_of_poo::pile_of_poo::clown_face::clown_face:,0
DHjSCYmxG8N,alirankohi,Scary facial expression!,0
DHjSCYmxG8N,bishop_crust,Not long left now. Only a couple more years,0
DHjSCYmxG8N,hmd6247hsyn,:loudly_crying_face::loudly_crying_face::loudly_crying_face:,0
DHjSCYmxG8N,phillymike50,Breaking news: Israel Elon Musk Trump Billionaires Republican party administration just said senior citizens won't complain if they miss a social security check. Say Good bye to Social security checks,0
DHjSCYmxG8N,lavivo_marloi,"Deploying law enforcement in Mayotte, a matter of life and death",0
DHjSCYmxG8N,barlyanhendar,Ok Uncle,0
DHjSCYmxG8N,nancy_b910,Only hing you are good at photo ops,0
DHjSCYmxG8N,superman259,Democrats will say he is trying to strangle him,0
DHjSCYmxG8N,lafzokidaastan,Shameless genocidal puppet,0
DHjSCYmxG8N,arieffermadness_,"The orange con artist felon billionaire got bankrolled by the Nazi mega billionaire and now they are dismantling the constitution and destroying our democracy. Firing veterans from the va, cutting Medicare and Medicaid, cutting funding for cancer research, destroying the dept of education, doing nothing but increasing the cost of living crisis. Every single promise he made to make our lives better was a lie. He’s selling our nation to the billionaire class. Why aren’t we taking up arms?",0
DHjSCYmxG8N,dadamora2025,,0
DHjSCYmxG8N,t3stakinn,JD just got leaked talking about how ELON isn’t an elected official and hurts this county,0
DHjSCYmxG8N,sann__sm,:face_vomiting::face_vomiting::face_vomiting::face_vomiting:,0
DHjSCYmxG8N,sann__sm,:United_States::face_vomiting::face_vomiting::face_vomiting::face_vomiting:,0
DHjSCYmxG8N,ondrakuci31,I think that Trump looks like the person that loves wrestling...,0
DHjSCYmxG8N,charleytrump47,,0
DHjSCYmxG8N,sann__sm,:pile_of_poo::pile_of_poo::pile_of_poo::face_vomiting::face_vomiting::face_vomiting::face_vomiting::face_vomiting:,0
DHjSCYmxG8N,christianmsavino,:United_States::trophy:,1
DHjSCYmxG8N,tokah.lilly,eeeewwwwwwwwwwww,0
DHjSCYmxG8N,badchild_goodtrouble,Trump killed former US attorney Jessica Aber! :fire::fire::fire::fire::fire:,0
DHjSCYmxG8N,tokah.lilly,,0
DHjSCYmxG8N,gomez_atoms_,Gay as hell,0
DHjSCYmxG8N,ash_crafts_em,,0
DHjSCYmxG8N,ozturk_o.z.t,"PRESIDENT
BINANCE CZ AND ALT COINS ARE STEALING OUR MONEY.
WE BOUGHT ONE COIN 14 MONTHS AGO, IT IS FALLING WITH HAGLA AND IT HAS NOT REACHED THE LEVELS WE BOUGHT.
START A MEGA RALLY
OR THERE WILL BE A CRYPTO WAR.
INVESTORS ARE VICTIMS.
BINANCE CZ STOLE THE MONEY OF MANY INVESTORS",0
DHjSCYmxG8N,dillard_jr_,i hope your time comes to a swift end and soon,0
DHjSCYmxG8N,dillard_jr_,degenerate filth,0
DHjSCYmxG8N,poky_ketchup,What the fuck is wrong with trumps hair here,0
DHjSCYmxG8N,lisascottpsf,This is beautiful,0
DHjSCYmxG8N,mgarcia131,So bizarre,0
DHjSCYmxG8N,stepheniewise,:clapping_hands::clapping_hands::clapping_hands::United_States:,1
DHjSCYmxG8N,mr_prescott2,:fire:,1
DHjSCYmxG8N,a.yanesi,"A question whose answer is very important.  Have you ever heard from a Palestinian, Lebanese, Syrian, Yemeni, saying that he will fight with America and Israel until his death, or other religions?  The answer is very simple no.Khamenei and Shia are sworn enemies of all religions of God.  including Sunni Judaism and other religions.  Conclusion The enemy of all religions and God is only Khamenei and the Shiite religion.",1
DHjSCYmxG8N,a.yanesi,"In any country in the world where an unfortunate incident takes place, the origin of the incident is without a doubt Khamenei and the satanic Shiite religion.",1
DHjSCYmxG8N,bryanmark132,When it's off no life they all full off disease can't save.,0
DHjSCYmxG8N,qicim_ciulimany.12,,0
DHjSCYmxG8N,angiemotina,:star-struck::United_States::victory_hand:,0
DHjSCYmxG8N,maxwellrussell_1,I'm surprised he'd willingly touch someone non white,0
DHjSCYmxG8N,qicim_ciulimany.12,,0
DHjSCYmxG8N,nwhn432,"This is not Hiroshima, this is Gaza.

Gaza is nearly 3 times smaller than Hiroshima, and Israel has dropped the equivalent of 6 ATOMIC BOMBS on Gaza.

Don't stop talking about Gaza as if your life depends on it, because their lives depend on it!",0
DHjSCYmxG8N,nwhn432,"This is not Hiroshima, this is Gaza.

Gaza is nearly 3 times smaller than Hiroshima, and Israel has dropped the equivalent of 6 ATOMIC BOMBS on Gaza.

Don't stop talking about Gaza as if your life depends on it, because their lives depend on it!",0
DHjSCYmxG8N,qicim_ciulimany.12,#:face_vomiting:,0
DHjSCYmxG8N,bryanmark132,"Why did you bother ask me to save them if you  betrayed me and  left me by myself and you enjoying my life I'm ready to leave and we don't see eye to eye. The transplant is for the vaccine, they can't get them they didn't make the life.",0
DHjSCYmxG8N,andrew_hollander01,The liberals think that Trump spending time with the people he serves is bad :face_with_tears_of_joy::loudly_crying_face: they’re so unbearable,0
DHjSCYmxG8N,tony_loks28,Gayy,0
DHjSCYmxG8N,jirizejdlik,"Trump's website is really followed by junkies, migrants from Eastern Europe, Brazil...etc...and they use it to treat their mental illness, when they don't even have health insurance in the USA!!!",0
DHjSCYmxG8N,meghanmarie712,Wasting more of our tax dollars I see... how many million this time? 5? 10? Another $20 million like the super bowl? Waste of fucking time and money.,0
DHjSCYmxG8N,bryanmark132,"I made the whole computer the internet  a world full of people no one love, I'm going to make make the new land again.",0
DHjSCYmxG8N,i_s_a_b_e_l_y_c,:Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories:,0
DHjSCYmxG8N,ka.zbek745,:fire::clapping_hands:,0
DHjSCYmxG8N,bryanmark132,You really left me in Jamaica dissing and taking care of  their people calling  them American,0
DHjSCYmxG8N,a.b.d.e.n.o.u.r_,:face_vomiting::face_vomiting::face_vomiting::face_vomiting:,0
DHjSCYmxG8N,marfbi9,:double_exclamation_mark:SEE YOU IN COURT BECAUSE U PAID SAN SALVADOR $6 MILLION - tax payers money :double_exclamation_mark:f u @potus -,0
DHjSCYmxG8N,missemmajude,"#BREAKING Israel bombs emergency ward of Nasser Hospital. This is where the American delegation of physicians are working in Gaza. 

Dr. Mark Perlmutter
Dr. Feroze Sidhwa
Dr. Tanya Haj Hassan 

#PalestineHolocaust",0
DHjSCYmxG8N,liamnooners,,0
DHjSCYmxG8N,makemomsthev,You are the best president ever,0
DHjSCYmxG8N,vipmartins3,:face_with_tears_of_joy:,0
DHjSCYmxG8N,wilsimoniti,:clown_face::clown_face::clown_face::clown_face::pile_of_poo::pile_of_poo::pile_of_poo:,0
DHjSCYmxG8N,klevurb,Orange clown who’s never done a pushup in his life cosplaying like a real American tough guy,0
DHjSCYmxG8N,areswater99,,1
DHjSCYmxG8N,areswater99,,1
DHjSCYmxG8N,mostfa7881,Meow :index_pointing_at_the_viewer::face_with_tears_of_joy::face_with_spiral_eyes::exploding_head::partying_face::cowboy_hat_face::disguised_face::partying_face::partying_face::yawning_face::hushed_face::face_with_open_mouth::astonished_face::hand_with_index_finger_and_thumb_crossed::OK_hand::face_with_tears_of_joy:,0
DHjSCYmxG8N,latifeh_vibes,"ممنون از زحمات ایلات متحده آمریکا
با پول مالیات مردم ایلات متحده آمریکا
سالهای سال است
که ارتش و بزرگان ایلات متحده آمریکا است
دوستان و هم پیمانان مضخرف شان را از افغانستان و عراق به ایلات متحده آمریکا منتقل کردن و‌چه بسیار پسران و دختران نظامی ایلات متحده آمریکا در این سالها جانشان را از دست دادن
که فقط  انسان های انگل صفت که فقط کارشان خوردن و خوابیدن و سکس و شوهترانی است را از افغانستان با هماهنگی قبلی خارج کردن
و تنها هنرشان گرفتن حقوق و زندگی لاکچری از پول و مالیات مردم ایلات متحده آمریکا است
مخصوصا اشخاصی که با هماهنگی و حمایت ویژهبا هواپیمایهای  نظامی ایلات متحده آمریکا از افغانستان
به بهانه طالبان خارج شدند
و وارد خاک آمریکا شدن و مدعین روانشناس هستن
افغانی از افغانستان را بردن ایلات متحده آمریکا که تمام سفید پوست های ایلات متحده آمریکا را روانی جلوه بدهد مخصوصا فرشاد امینی
از اقوام آریانا سعید کون گنده
این ها چه منفعتی به مردم ایلات متحده آمریکا می‌رسانند
جز خوردن و خوابیدن و سکس و شوهترانی
و دریافت خانه و پول از مالیات مردم ایلات متحده آمریکا است
حالا هم د‌و ماه فرصت دارند
نصف مردم تهران را ببرند با کشتی های جنگی نظامی ایلات متحده آمریکا است
به خاک ایلات متحده آمریکا
لطفاً سکوت نکنید
و از تمام کسانی که با هواپیمای های نظامی ایلات متحده آمریکا از افغانستان به بهانه حکومت طالبان وارد خاک آمریکا شدن
بازخواست کنید چه منفعتی برای ایلات متحده آمریکا دارند
آیا حاضرند برای ایلات متحده آمریکا جانفدایی کنند
یا نه
به انگلیسی ترجمه کن",0
DHjSCYmxG8N,latifeh_vibes,"Thank you for the efforts of the United States of America.
For years, with the taxpayers' money of the United States, the military and leaders of the U.S. have been transferring their useless friends and allies from Afghanistan and Iraq to the U.S. Many American military men and women have lost their lives over the years, only for these parasitic individuals—whose only purpose is eating, sleeping, sex, and debauchery—to be evacuated from Afghanistan with prior coordination.
Their only skill is receiving benefits and living luxurious lives funded by American taxpayers, especially those who were evacuated on U.S. military planes under special coordination and support, using the excuse of the Taliban.
Afghans were brought to the U.S. only to portray all white Americans as mentally unstable, particularly Farshad Amini, a relative of Ariana Saeed.
What benefit do these people bring to the American public besides eating, sleeping, sex, debauchery, and receiving homes and money from taxpayers?
Now they have two months to transfer half of Tehran’s population to U.S. soil using American warships.
Please do not remain silent. Demand accountability for all those who were flown out of Afghanistan on U.S. military aircraft under the excuse of the Taliban. What benefit do they provide to the U.S.?
Are they willing to sacrifice their lives for America or not?",0
DHjSCYmxG8N,70555soheila,یکی از همسایه ها ما چون یک زن شبیه من دارند اینها نقشه کشیدن در خانه ما را بشکنند و اینها ما را بکشند برای اینکه با زن شبیه من ثروت روزبه را تصاحب کنند اینها فکر میکنند با هماهنگی کوردها و رشتی ها و عراقی و پشتون ها می‌توانند روزبه را فریب بدهند این فرد که شما دنبال ثروت هستید خیلی هم خوب خانواده ما را میشناسد حالا یه ما را آدم بد میخواهد معرفی کند یا آدم خوب در کل این نیست که فکر کنید آقای روزبه با اصلن صحبت نکرد یا بخواهید کل دنیا را با بدل من فریب بدهید ما و خانواده ما اگر می‌دانستیم که کل سفارت ایران و تمام مهاجران سوئد و سفارت افغانستان از خیلی قدیم برای خانواده روزبه نقشه دارند و قصد اذدواج با خانواده روزبه را دارید از همان قدیم پدر ما هم می‌رفت یک کشور دیگر پناهنده میشد اینکه تمام زندگی ما را اینها نابود کرد اینها به ما حمله کردین به ما اتهام داعش و ضد انقلاب درست کردین که فقط دختران شما با روزبه اذدواج کند .خوب روزبه با شما که اصلن اذدواج نمیکند و اینکه نقشه داشتید معرفی کنید تمام زندگی ومحل کار روزبه برای خاندان روستانیا است  و خجالت هم نمیکشند .این جرم است که شما شبیه من شدن و از اسم من خیلی از مردها را فریب دادید و حالا برای اینکه زندگی یک فردی را تصاحب کنید قصد کشتن من و خانواده من را دارید  من زندگی کنیم چندتاه پشتون و رشتی و کورد و عراقی افغانی رفتند سوئد که از این فرد دلبری کنید .با هویت خودتان بروید دلبری کنید این شخص با شما اذدواج نمیکند به ما ربطی ندارد .خانواده من را روزبه از قدیم میشناسند .پس برای تصاحب ثروت روزبه به خانه ما حمله نکنید,0
DHjSCYmxG8N,candidlymisa,,0
DHjSCYmxG8N,gle._n,,0
DHjSCYmxG8N,alonzo.el.rey,Papa trump :fire::United_States::fire::United_States:,0
DHjSCYmxG8N,mattgeeartist,Orange Judas - Europe hates you.,0
DHjSCYmxG8N,ygw_kai,Trump has a lot of haters but he not really a bad person honestly,0
DHjSCYmxG8N,trokas_belikas_,Mr president you have another mass shooting in new mexicooooo :grimacing_face:,0
DHjSCYmxG8N,dani.jeles,:red_heart::red_heart:,0
DHjSCYmxG8N,marisinwiss,:fire::fire::fire::fire::fire::red_heart::red_heart:,1
DHjSCYmxG8N,wendellbarcelosdo,,0
DHjSCYmxG8N,angpicheco,Love that man so much! :red_heart::United_States:,0
DHjSCYmxG8N,glory4410,,0
DHjSCYmxG8N,peterpanning82,No other President actually cared as much about his people than President Trump ! :United_States::United_States:,3
DHjSCYmxG8N,hika_sam,:United_States:Man of the people. :clapping_hands_light_skin_tone: Biden would not could never.,3
DHjSCYmxG8N,dani.jeles,",:United_States::United_States:",3
DHjSCYmxG8N,bayraider24,Bamboozled,0
DHjSCYmxG8N,spoiledwallker,"As a Philadelphian, thankfully all these white inbreds are finally gone. Please, never comeback.",0
DHjSCYmxG8N,montanamac56,Supporting men playing men’s sports:flexed_biceps::flexed_biceps::flexed_biceps::flexed_biceps:,2
DHjSCYmxG8N,prima_donna48,THE WORST PRESIDENT EVER BUTTON>>>>>>,0
DHjSCYmxG8N,gangsta__g,:clown_face: the convicted felon …. selling favors :face_with_tears_of_joy::rolling_on_the_floor_laughing::face_with_tears_of_joy::rolling_on_the_floor_laughing::face_with_tears_of_joy::rolling_on_the_floor_laughing: and the maga cult so dense,0
DHjSCYmxG8N,queendarkrai,Trump looking like Heihachi Mishima at the king of iron fist tournament :skull::skull::skull::skull::skull::skull:,0
DHjSCYmxG8N,velcrosniffer75,He should have punched a hole through Trumpski's chest,0
DHjSCYmxG8N,azizelajiri,Trump .il lovelyyyyy.:cherries::smiling_cat_with_heart-eyes:,0
DHjSCYmxG8N,devin2known,Grabbed the fuck out his neck :face_with_tears_of_joy:,0
DHjSCYmxG8N,tyson41084,It was just after these photos were taken that @potus learned the word “wrestling” starts with a W.,0
DHjSCYmxG8N,benroman,:clown_face::clown_face::clown_face:,0
DHjSCYmxG8N,rirschfrulf,get a job,0
DHjSCYmxG8N,therealjohnwhelan,:fire::red_heart: #wishicouldmeetpotus #fire,0
DHjSCYmxG8N,juicyoneil,Respect! :fire:,11
DHjSCYmxG8N,jk.statham,"With hands that tiny, you're not throwing down anyone. What stunted their growth? #fdt",0
DHjSCYmxG8N,h_jordan61485,Couldn't give a dying kid a hug but will dap up all those weirdos.,0
DHjSCYmxG8N,mostafa.iran2o25esfahan,:clapping_hands::clapping_hands::United_States::sparkling_heart::rose::sparkling_heart::United_States::folded_hands::smiling_face_with_smiling_eyes:,0
DHjSCYmxG8N,tee_kash09,Love u Mr president :red_heart::hundred_points:,0
DHjSCYmxG8N,jwhf6482,wtf is wrong with this dude we know what is wrong with pyscopath trump but anyone that would pose with him needs to be examined for brain damage,0
DHjSCYmxG8N,max_klein26,Still hasn't ended any wars,0
DHjSCYmxG8N,mysteph143,"This is wartime presidency energy.
“The journey of a lifetime…” – Dan Scavino “We take this JOURNEY together.” – Q2450 “Where We Go One, We Go All.” – You know the rest. Game On  #WWG1WGA #DigitalSoldiers #AmericaFirst #WrestlingChampions #TrumpReturns #ThePeoplesPresident #Q2450 #EO13851 #MAGAWarrior #MissionContinues These aren’t politicians. These are fighters—wrapped in the American flag, eyes locked with the Commander in Chief.",1
DHjSCYmxG8N,granger_fitness_and_defense,How much did this cost us?,0
DHjSCYmxG8N,davidj266q,"What next, the Presidential Council of Gladiating?",0
DHjSCYmxG8N,tanha.6502,:Afghanistan::flexed_biceps:,0
DHjSCYmxG8N,four_kcks,Cringe,0
DHjSCYmxG8N,mt.vova,Красава старічок :flexed_biceps_light_skin_tone:,0
DHjSCYmxG8N,makia2989,:raising_hands:,0
DHjSCYmxG8N,big_dimple_energy,Wow! sO cOoL wait til all the bad guys and illegals get a load of this :smiling_face_with_horns::ewe:,0
DHjSCYmxG8N,cesar.developer,:red_heart: America,0
DHjSCYmxG8N,chriswiththecutedog,Trump looking rough,0
DHjSCYmxG8N,zac.r90,:red_heart:,0
DHjSCYmxG8N,nasrin_restart,:red_heart:,0
DHjSCYmxG8N,nasrin_restart,:raising_hands::raising_hands:,0
DHjSCYmxG8N,nasrin_restart,:fire::fire::fire:,0
DHjSCYmxG8N,nasrin_restart,:fire::fire:,0
DHjSCYmxG8N,nasrin_restart,:fire::fire:,1
DHjSCYmxG8N,idkmanidkwhoiam,So old,0
DHjSCYmxG8N,unko_ronald94,What a creepy ass pic .........just go away already,0
DHjSCYmxG8N,beliver_abiding,Impeachment in order to,0
DHjSCYmxG8N,vodenit,:face_vomiting::face_vomiting::face_vomiting::face_vomiting::face_vomiting:,0
DHjSCYmxG8N,noreen323,More tax dollars wasted.,0
DHjSCYmxG8N,kram_kunst,Trump is the bottom of America :face_vomiting::face_with_symbols_on_mouth:,0
DHjSCYmxG8N,belleeclark,"Wasting more money and time, I see.",0
DHjSCYmxG8N,weeney1990,The gold statues of yourself in your weird Gaza post have to be much fatter. Just speaking factual cult leader.,0
DHjSCYmxG8N,whidbeylover,Hard at work I see,1
DHjSCYmxG8N,bigfootkix,Certified Wanksta,0
DHjSCYmxG8N,clopatjo,Cool :oncoming_fist_medium_skin_tone: :fire:,0
DHjSCYmxG8N,zahava186,:red_heart::red_heart::red_heart::red_heart::raising_hands::raising_hands::raising_hands:,0
DHjSCYmxG8N,katebauder,Donald you can’t read and you poop your pants.,0
DHjSCYmxG8N,luca.suslik,,0
DHjSCYmxG8N,peter_soiu.sportmanager,:tulip::bouquet::rose::tulip::bouquet::growing_heart::heart_suit::heart_exclamation::heart_exclamation::beating_heart::red_heart::red_heart::sparkling_heart::heart_with_arrow::rose::bouquet::tulip::bouquet::rose:,0
DHjSCYmxG8N,patriot_diva87,:raising_hands::raising_hands:,0
DHjSCYmxG8N,joshi_boi_spamzzz,GREEN LIGHT,0
DHjSCYmxG8N,litvin2289,:middle_finger::middle_finger::middle_finger::middle_finger::middle_finger::middle_finger:,0
DHjSCYmxG8N,michaforeverandever,:two_hearts::two_hearts::two_hearts::two_hearts::two_hearts::two_hearts::two_hearts::two_hearts:,0
DHjSCYmxG8N,dmefreedom,Worst president Do your job  traitor,0
DHjSCYmxG8N,t898_898,"Since US Secretary of State Mr. Rubio received all 92 votes of the Senate, I am convinced that Mr. Rubio is a mandate from Britain and the Democrats to delay the destruction of the mullahs' regime in Iran. Otherwise, if he were an enemy of the mullahs in Iran, he would have received the fewest votes.",0
DHjSCYmxG8N,ohhhdaniel,Collar tied up with the President is wild lol,0
DHjSCYmxG8N,bdd61583,Best President ever,0
DHjSCYmxG8N,monicaconio0,Orange mad man,0
DHjSCYmxG8N,gregtenor,How about actually being a real president and not using your position to get revenge against everyone you don’t like,0
DHjSCYmxG8N,buff.leprechaun1,:red_heart::red_heart::red_heart:,0
DHjSCYmxG8N,dom.bmint.dev,:red_heart::red_heart::United_States::people_wrestling:,0
DHjSCYmxG8N,malo_sully,Obama did it too. But y’all mad at trump for what?,0
DHjSCYmxG8N,mlog92,:nauseated_face:,0
DHjSCYmxG8N,esthkamei,وای کی ریس جمهور ایران قدردانی کرده باشه واقعن دمتون گرم :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0
DHjSCYmxG8N,tomas_______lopez,Hell yeah !! Grow wrestling,0
DHjSCYmxG8N,jada.cruce,Yuck,0
DHjSCYmxG8N,lioneljayt85,“LOOK AT MY AFRICAN AMERICAN” :face_with_tears_of_joy:,0
DHjSCYmxG8N,itsinmahveins,,0
DHjSCYmxG8N,brendaschrickel,:clown_face::clown_face::clown_face::clown_face::clown_face:,0
DHjSCYmxG8N,ann49ers,,0
DHjSCYmxG8N,shackelfordjoel,:goat:,0
DHjSCYmxG8N,thegreatcascardo,Finding new ways to waste taxpayer money every damn day,0
DHjSCYmxG8N,edgeoffamiliar,:clapping_hands::clapping_hands::clapping_hands:@potus :saluting_face::United_States::saluting_face:,0
DHjSCYmxG8N,flyingpete_87,,0
DHjSCYmxG8N,digitalwealthkid,G,0
DHjSCYmxG8N,felix_larios_official,COME BACK TO PHILLY PLEASE TRUMP I WANNA MEET YOU SO BAD :folded_hands::folded_hands::folded_hands:,0
DHjSCYmxG8N,batman_sinatra,:crossed_swords::orthodox_cross::crossed_swords:,0
DHjSCYmxG8N,jmazz69,Loser,0
DHjSCYmxG8N,4.skye.4,,0
DHjSCYmxG8N,old_white_lady_says,You are sooooo balding,0
DHjSCYmxG8N,darkest98abyss,Potus and white house accounts have become influencer,0
DHjSCYmxG8N,kh_nosirov,"America's cowardly traitorous president, Russia's man?",0
DHjSCYmxG8N,denisec12345678,Is he having a stroke? :crossed_fingers:,0
DHjSCYmxG8N,academiaemergeciarescate,Excelente de parte de la academia de emergencias y rescate AER,0
DHjSCYmxG8N,megs2121,:thumbs_down_light_skin_tone:,0
DHjSCYmxG8N,dmeadows555,Ugh all the soft liberals in the comments like always don’t y’all got other stuff to do?..we don’t need weak people to be in our America leave,0
DHjSCYmxG8N,cloudracer1357,,0
DHjSCYmxG8N,claud_l,Ninja turtle looking a**,0
DHjSCYmxG8N,keltonsummers2,:fire::fire:,0
DHjSCYmxG8N,jd.aviation2,How much are eggs again,0
DHjSCYmxG8N,daisybeyou,Doge I have wasteful spending to report @elonmusk,0
DHjSCYmxG8N,itschrisdamon,:black_flag:,0
DHjSCYmxG8N,synx_5950,:face_with_tears_of_joy::clown_face:,0
DHjSCYmxG8N,vylasekpansy,:red_heart:so proud,0
DHjSCYmxG8N,viterbopallazola,,0
DHjSCYmxG8N,gwjzero,The old buffoon looks like he's taking a :pile_of_poo:,0
DHjSCYmxG8N,valles.paula.wb,:see-no-evil_monkey::pig_face:,0
DHjSCYmxG8N,brandon.borton,nice collar tie Trump!:sign_of_the_horns_medium_skin_tone:,0
DHjSCYmxG8N,lewisdesoto,Russian bots are thick today.,0
DHjSCYmxG8N,jerryanderson19,Yea Mr tough guy the WIMP!,0
DHjSCYmxG8N,l_in_livin.3,All the ppl that support him seriously need to be helped,0
DHjSCYmxG8N,ngongo3277,Am I the only one that’s tired of this juvenile behavior?,0
DHjSCYmxG8N,brian.duffy.nyc,You’re a disgusting POS Trump,0
DHjSCYmxG8N,karimasghariiii,:red_heart::United_States::United_States::United_States::red_heart:,0
DHjSCYmxG8N,0m0702,:index_pointing_up::red_heart:Alles:red_heart::latin_cross:,0
DHjSCYmxG8N,0m0702,:index_pointing_up::red_heart::latin_cross:,0
DHjSCYmxG8N,sergeiski,Control yourself,0
DHjSCYmxG8N,josikia_2.0,,0
DHjSCYmxG8N,freshfreshhealthcare,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:,0
DHjSCYmxG8N,ralphie_spmg_ac_,Go to the NCAA Men's Basketball Tourney...scared?,4
DHjSCYmxG8N,ruthqtyack,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0
DHjSCYmxG8N,olfette999,That's where immigrants are good huhhh ??????,0
DHjSCYmxG8N,overlandingdreamers,This is the first time in History that there has been a President  that gives so much support to America and its citizens.  Thank you for being the BEST PRESIDENT IN HISTORY!,0
DHjSCYmxG8N,poleska_y,,0
DHjSCYmxG8N,ajluczka,:raising_hands::United_States:,0
DHjSCYmxG8N,83_chacon,:clapping_hands::clapping_hands::clapping_hands::saluting_face::saluting_face::saluting_face:,0
DHjSCYmxG8N,martimkup,Great pic!  That kid will cherish that!!!,0
DHjSCYmxG8N,angeloveny,:woman_cartwheeling_medium-dark_skin_tone::partying_face::woman_cartwheeling_medium-dark_skin_tone:,0
DHjSCYmxG8N,dieudokennedy,Les aigles :fire::eagle::United_States::heart_hands::red_heart:,1
DHjSCYmxG8N,aspcia,How much did this date night with the bros cost the tax payers?,0
DHjSCYmxG8N,linda.jeanette2,Draft dodger,0
DHjSCYmxG8N,timothypappalardo,:face_with_rolling_eyes:,0
DHjSCYmxG8N,dwntears,,0
DHjSCYmxG8N,paulbl133,America is healing :United_States::eagle:,0
DHjSCYmxG8N,connoreee,tax dollars hard at work,0
DHjSCYmxG8N,youngsavage_a1_,:men_wrestling::handshake::flexed_biceps::fire:,0
DHjSCYmxG8N,eliawallkerr,That a great photo,0
DHjSCYmxG8N,itsalwayssaturday74,How much did this cost taxpayers?,0
DHjSCYmxG8N,danieldasilveirasilva,":crying_face:Good afternoon that God bless you, thank you very much:pleading_face:.",0
DHjSCYmxG8N,mikeoconnor557,Love this. :flexed_biceps_light_skin_tone::United_States::United_States::United_States::United_States::United_States:,0
DHjSCYmxG8N,wayneinpdx,Y'all I Hate trump. A lot. But to my leftist and progressive homies out there... You can't call him out for simply being there. I think it's important for the president to make connections with the people. And attending a student athlete event is awesome. Doesn't change the fact that he sucks though. I'm sure most those dudes cringed at his presence,0
DHjSCYmxG8N,brody_guetz,Go pokes :cowboy_hat_face:,0
DHjSCYmxG8N,aguilarrob,:clown_face:,0
DHjSCYmxG8N,whitywhit,Why doesn’t our president wear his wedding ring?,0
DHjSCYmxG8N,desiiidrake,:fire::fire::fire:,0
DHjSCYmxG8N,iamthepcguy,CNN headline: “Donald Trump viciously attacks an innocent black man.”,0
DHjSCYmxG8N,stag3723,"Well done, President Trump! You are very efficient and effective. But be careful, you are surrounded by predators and dangerous sharks. Beware of everyone who moves around you. Philip",0
DHjSCYmxG8N,f_o_r_t_h,,0
DHjSCYmxG8N,nashvynckier,KING TRUMP,0
DHjSCYmxG8N,just.juan.good.citizen,CNN BREAKING NEWS: President Donald Trump assaults black man at NCAA wrestling championship!,0
DHjSCYmxG8N,diannegoatley,:enraged_face::enraged_face::enraged_face::face_blowing_a_kiss:,0
DHjSCYmxG8N,addisondisesa,Taking away peoples rights and wasting taxpayer money. Clown President.,0
DHjSCYmxG8N,trentwhitmire,That’s so cool,0
DHjSCYmxG8N,stretchthegiant,Trump:United_States::United_States::United_States:,0
DHjSCYmxG8N,punkrockbobfoster,,0
DHjSCYmxG8N,jperezz_22,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,0
DHjSCYmxG8N,tommy4fla,"triggered whining libs in 3,2,1…",0
